experiment,script,workflow_name,sample_index,model_name,input_sampling_rate,audio_duration_sec,predicted_text_raw,predicted_text_normalized,reference_text_raw,reference_text_normalized,wer,cer,inference_time_sec,timestamp
exp2_shortform_asr,GA20C,ga20c_whisper_direct,616,openai/whisper-small,16000,3.901, I'm just wondering how I can deposit money into the account.,i m just wondering how i can deposit money into the account,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.0,0.0,1.9400685789996714,2026-04-04 00:42:52
exp2_shortform_asr,GA20C,ga20c_whisper_direct,27,openai/whisper-small,16000,6.912," Yes, I'd like to pay my bill today using a credit card.",yes i d like to pay my bill today using a credit card,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.16666666666666666,0.019230769230769232,1.9893906119996245,2026-04-04 00:42:54
exp2_shortform_asr,GA20C,ga20c_whisper_direct,574,openai/whisper-small,16000,19.370625," Hi, I'm trying to make a large payment with a large sum of money. I do not know what to do with my messages and the payment code. What am I supposed to do?",hi i m trying to make a large payment with a large sum of money i do not know what to do with my messages and the payment code what am i supposed to do,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.782608695652174,0.5526315789473685,2.705368439999802,2026-04-04 00:42:56
exp2_shortform_asr,GA20C,ga20c_whisper_direct,203,openai/whisper-small,16000,7.594625, My address. I want to change my address.,my address i want to change my address,my address I want to change my address,my address i want to change my address,0.0,0.0,2.821315252000204,2026-04-04 00:42:59
exp2_shortform_asr,GA20C,ga20c_whisper_direct,429,openai/whisper-small,16000,3.584, I'm calling to find out about new business loans.,i m calling to find out about new business loans,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.0,0.0,1.8996702989998084,2026-04-04 00:43:01
exp2_shortform_asr,GA20C,ga20c_whisper_direct,225,openai/whisper-small,16000,12.074375," Hey there, I'm just calling about my address. I've recently moved and I'm just needing to change it. Hopefully you can just lend me a hand with that one. Thanks.",hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,hey there I'm just calling about my address I've recently moved and I'm just needing to change it hopefully you can just lend me a hand with that one thanks,hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,0.0,0.0,2.6264203549999365,2026-04-04 00:43:04
exp2_shortform_asr,GA20C,ga20c_whisper_direct,459,openai/whisper-small,16000,4.522625, Hi there. I have a question about an existing loan.,hi there i have a question about an existing loan,hi there I have a question about the existing loan,hi there i have a question about the existing loan,0.1,0.06,1.9029419890002828,2026-04-04 00:43:06
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,114,microsoft/speecht5_asr,16000,22.272,marvin issues with thee on monday king apron a short row of bart when,marvin issues with thee on monday king apron a short row of bart when,we're having issues with the online banking app I'm not sure what's wrong with but when I try to login it keeps crashing so what I've done is I've deleted it and we installed it but it still does the same thing and it's not working is there any way that you can call me back and assist me thank you,we re having issues with the online banking app i m not sure what s wrong with but when i try to login it keeps crashing so what i ve done is i ve deleted it and we installed it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,0.9552238805970149,0.8120805369127517,3.165566697999566,2026-04-04 00:43:11
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,25,microsoft/speecht5_asr,16000,6.656,i'm uneasy to pay a bill i like to make payment i'm uneasy to pay a b,i m uneasy to pay a bill i like to make payment i m uneasy to pay a b,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.9090909090909091,0.6590909090909091,1.1819235209995895,2026-04-04 00:43:12
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,281,microsoft/speecht5_asr,16000,2.218625,i want to open a joint account,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,0.4464323649999642,2026-04-04 00:43:13
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,250,microsoft/speecht5_asr,16000,8.52,i'm johnnie avosailes and i need to check mark credit cad works of a,i m johnnie avosailes and i need to check mark credit cad works of a,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.47058823529411764,0.3974358974358974,1.167584650000208,2026-04-04 00:43:14
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,228,microsoft/speecht5_asr,16000,6.687375,i need to change my dread i,i need to change my dread i,I need to change my address,i need to change my address,0.3333333333333333,0.2222222222222222,0.5784741800007396,2026-04-04 00:43:15
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,142,microsoft/speecht5_asr,16000,13.568,ah i needn't to get so money aunt murray and i'm just wondering how w,ah i needn t to get so money aunt murray and i m just wondering how w,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.7391304347826086,0.6160714285714286,1.4744311119993654,2026-04-04 00:43:16
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,104,microsoft/speecht5_asr,16000,2.645375,the ape isn't working,the ape isn t working,the App isn't working,the app isn t working,0.2,0.047619047619047616,0.37326631500036456,2026-04-04 00:43:16
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,558,microsoft/speecht5_asr,16000,14.953625,here i'm just calling about sitting up a direct debat i'm i'm just ho,here i m just calling about sitting up a direct debat i m i m just ho,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.7291666666666666,0.6875,1.5479162780002298,2026-04-04 00:43:18
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,89,microsoft/speecht5_asr,16000,13.056,a man am a monder locke macard of los macardes on the dead phrase or,a man am a monder locke macard of los macardes on the dead phrase or,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.9629629629629629,0.6583333333333333,1.4362389819998498,2026-04-04 00:43:19
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,604,microsoft/speecht5_asr,16000,16.981375,aye get i might ah i'm making a lodge purchase on law nuts as ill sen,aye get i might ah i m making a lodge purchase on law nuts as ill sen,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.9032258064516129,0.7419354838709677,1.7319555160001983,2026-04-04 00:43:21
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,432,microsoft/speecht5_asr,16000,8.448,i there i'm calling about a business line algebrain if i get some inf,i there i m calling about a business line algebrain if i get some inf,hi there I'm calling about a business loan I was wondering if I could get some information from you please,hi there i m calling about a business loan i was wondering if i could get some information from you please,0.47619047619047616,0.42452830188679247,1.3269228859999203,2026-04-04 00:43:22
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,32,microsoft/speecht5_asr,16000,8.12,you need to make a payment and utter a jew payment you,you need to make a payment and utter a jew payment you,I need to make a payment an overdue payment,i need to make a payment an overdue payment,0.6666666666666666,0.37209302325581395,1.2711729459997514,2026-04-04 00:43:24
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,30,microsoft/speecht5_asr,16000,1.9505,the old pianist,the old pianist,bill payment,bill payment,1.5,0.9166666666666666,0.3814737029997559,2026-04-04 00:43:24
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,95,microsoft/speecht5_asr,16000,14.933375,oh i there i'm objects discovered that my card has gone missing and i,oh i there i m objects discovered that my card has gone missing and i,oh hi there I've just discovered that my card has gone missing and ID like to freeze my car so that no transaction connect her can you help me help me with that please thanks,oh hi there i ve just discovered that my card has gone missing and id like to freeze my car so that no transaction connect her can you help me help me with that please thanks,0.6944444444444444,0.6551724137931034,1.655757292999624,2026-04-04 00:43:26
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,223,microsoft/speecht5_asr,16000,6.997375,why i let you change the address on my countenance why i let you chan,why i let you change the address on my countenance why i let you chan,hi I just said the address of my come please,hi i just said the address of my come please,1.1,0.8863636363636364,1.0497573729999203,2026-04-04 00:43:27
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,238,microsoft/speecht5_asr,16000,5.461375,hello i was just wondering if i could please change my address thank,hello i was just wondering if i could please change my address thank,hello I was just wondering if I could please change my address thank you,hello i was just wondering if i could please change my address thank you,0.07142857142857142,0.05555555555555555,0.9864892329997019,2026-04-04 00:43:28
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,517,microsoft/speecht5_asr,16000,4.864,hello i was wondering if you could please show me my latest transacti,hello i was wondering if you could please show me my latest transacti,hello I was wondering if you could please show me my latest transaction,hello i was wondering if you could please show me my latest transaction,0.07692307692307693,0.028169014084507043,0.9470888409996405,2026-04-04 00:43:29
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,616,microsoft/speecht5_asr,16000,3.901,i'm just wondering how i can deposit money into the atown,i m just wondering how i can deposit money into the atown,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.08333333333333333,0.06779661016949153,0.7841702229998191,2026-04-04 00:43:30
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,27,microsoft/speecht5_asr,16000,6.912,i yes i'd like to pay my bill today using a criticut,i yes i d like to pay my bill today using a criticut,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.4166666666666667,0.17307692307692307,0.8744925549999607,2026-04-04 00:43:30
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,574,microsoft/speecht5_asr,16000,19.370625,whom i sold to do i am trying to pay lodge payment if i have lots of,whom i sold to do i am trying to pay lodge payment if i have lots of,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.9130434782608695,0.7456140350877193,2.0000958659993557,2026-04-04 00:43:32
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,203,microsoft/speecht5_asr,16000,7.594625,my address i want to change my address my address,my address i want to change my address my address,my address I want to change my address,my address i want to change my address,0.25,0.2894736842105263,0.9199618410002586,2026-04-04 00:43:33
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,429,microsoft/speecht5_asr,16000,3.584,i'm going to find out about new business loans,i m going to find out about new business loans,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.1,0.08333333333333333,0.6685668469999655,2026-04-04 00:43:34
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,225,microsoft/speecht5_asr,16000,12.074375,here i'm just calling her about my address i've recently moved and i',here i m just calling her about my address i ve recently moved and i,hey there I'm just calling about my address I've recently moved and I'm just needing to change it hopefully you can just lend me a hand with that one thanks,hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,0.6363636363636364,0.6153846153846154,1.6965358990000823,2026-04-04 00:43:36
exp2_shortform_asr,GA20E,ga20e_speecht5_asr,459,microsoft/speecht5_asr,16000,4.522625,either on i've a question about an existing loan,either on i ve a question about an existing loan,hi there I have a question about the existing loan,hi there i have a question about the existing loan,0.4,0.2,1.0567443690006257,2026-04-04 00:43:37
