experiment,script,task_type,baseline_mode,dataset_sample_index,reference_text,predicted_text,model_name,input_text,voice_condition,input_sampling_rate,saved_sampling_rate,output_audio_path,output_text_path,output_figure_path,runtime_sec,timestamp,notes,source_csv,workflow_name,sample_index,audio_duration_sec,predicted_text_raw,predicted_text_normalized,reference_text_raw,reference_text_normalized,wer,cer,inference_time_sec,sub_experiment,resampling_rate,decode_policy,predicted_text_clean,raw_wer,raw_cer,clean_wer,clean_cer,chunk_length_s,batch_size,timestamp_mode,input_duration_sec,num_segments,total_words,total_characters,mean_segment_duration_sec,transcript_text,transcript_similarity_to_baseline,text_tag,speaker_condition,speaker_embedding_source,spectrogram_path,waveform_path,spectrogram_frames,spectrogram_bins,waveform_duration_sec,sample_rate_saved,waveform_rms,generation_time_sec,seed,speaking_rate,output_path,waveform_num_samples,prompt_mode,voice_preset,model_sample_rate,saved_sample_rate,save_rate_mode,round_trip_transcription,round_trip_wer,system_id,source_script,asr_evaluator,round_trip_cer,controllability_mode,reused_from_experiment
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:02,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,95.0,14.933375,OH HITHER I'M I'VE JUST DISCOVERED THAT MY CAD HAS GONE MISSING AND TAAM AT LATU FRASMA CAS AT AT NY TRANSACTIONS CAN OCCUR AM CAN YOU HELP THAT HELP ME WITH THAT PLACE THANKS,oh hither i m i ve just discovered that my cad has gone missing and taam at latu frasma cas at at ny transactions can occur am can you help that help me with that place thanks,oh hi there I've just discovered that my card has gone missing and ID like to freeze my car so that no transaction connect her can you help me help me with that please thanks,oh hi there i ve just discovered that my card has gone missing and id like to freeze my car so that no transaction connect her can you help me help me with that please thanks,0.5,0.2528735632183908,0.5396628560001773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:03,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,223.0,6.997375,WHY LET'S TAKE THE ADDRESS OF MY COUNT PLEAS,why let s take the address of my count pleas,hi I just said the address of my come please,hi i just said the address of my come please,0.6,0.3181818181818182,0.2585141019999355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:03,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,238.0,5.461375,HELLO I WAS JUST WONDERING IF I COULD PLEASE CHANGE MY IDRIFT THANK YOU,hello i was just wondering if i could please change my idrift thank you,hello I was just wondering if I could please change my address thank you,hello i was just wondering if i could please change my address thank you,0.0714285714285714,0.0694444444444444,0.2298331350002627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:03,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,517.0,4.864,HELLO I WAS WONDERING IF YOU COULD PLEASE SHOW ME MY LATEST TRANSACTIONS,hello i was wondering if you could please show me my latest transactions,hello I was wondering if you could please show me my latest transaction,hello i was wondering if you could please show me my latest transaction,0.0769230769230769,0.0140845070422535,0.2127311320000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:03,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,616.0,3.901,I'M JUST WONDERING HOW I CAN DEPARTET MONEY INTO THE ATTOWN,i m just wondering how i can departet money into the attown,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.1666666666666666,0.135593220338983,0.1794814699997005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:04,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,27.0,6.912,I YETHOD LIKE TO PAY MY BILL TO DAY USING A A CARTICOT,i yethod like to pay my bill to day using a a carticot,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.5,0.2884615384615384,0.298990617000527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:04,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,574.0,19.370625,I I AM TRYINIC HERE MARGE PAYMENT PEFE LA SUM OF MONEY I DO NOT KNOW WHAT TO DO WITH MY MESSAGES HEN THE PAYMENT COURT OMASCOSTOT,i i am tryinic here marge payment pefe la sum of money i do not know what to do with my messages hen the payment court omascostot,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.5652173913043478,0.3947368421052631,0.9669191000002684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:05,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,203.0,7.594625,MY ADDRESS I WANT TO CHANGE MY ADDRESS,my address i want to change my address,my address I want to change my address,my address i want to change my address,0.0,0.0,0.3540867159999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:05,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,429.0,3.584,I'M CALLING TO FIND OUT ABOUT NEW BUSINESS FONS,i m calling to find out about new business fons,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.1,0.0416666666666666,0.1680225919999429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:06,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,225.0,12.074375,HAY THET I'M I'M JUST CALING EABOUT MY ADDRESS ILESENTLY MOVED AND I'M JUST NEEDING TO CHANGE IT IM HOPEFULLY YOU CAN JUST LEND ME HAND WITH THAT ONE THANKS,hay thet i m i m just caling eabout my address ilesently moved and i m just needing to change it im hopefully you can just lend me hand with that one thanks,hey there I'm just calling about my address I've recently moved and I'm just needing to change it hopefully you can just lend me a hand with that one thanks,hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,0.3333333333333333,0.1217948717948717,0.6690534509998542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20B,,,,,,facebook/wav2vec2-base-960h,,,16000.0,,,,,,2026-04-04 00:42:06,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20b_wav2vec2_ctc,459.0,4.522625,EITHER AN EVERY QUESTION ABOUT AN EXISTING LOAD,either an every question about an existing load,hi there I have a question about the existing loan,hi there i have a question about the existing loan,0.7,0.26,0.2653871089996755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:12,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,114.0,22.272," I'm having issues with the online banking app. I'm not sure what's wrong with that. When I try to log in, it keeps crashing. So what I've done is I've deleted it and reinstalled it, but it still does the same thing and it's not working. Is there any way that you can call me back and assist me? Thank you.",i m having issues with the online banking app i m not sure what s wrong with that when i try to log in it keeps crashing so what i ve done is i ve deleted it and reinstalled it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,we're having issues with the online banking app I'm not sure what's wrong with but when I try to login it keeps crashing so what I've done is I've deleted it and we installed it but it still does the same thing and it's not working is there any way that you can call me back and assist me thank you,we re having issues with the online banking app i m not sure what s wrong with but when i try to login it keeps crashing so what i ve done is i ve deleted it and we installed it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,0.1044776119402985,0.0335570469798657,3.720621086000392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:14,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,25.0,6.656, I need to pay a bill. I'd like to make payment.,i need to pay a bill i d like to make payment,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.1818181818181818,0.0227272727272727,1.9673693819995608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:16,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,281.0,2.218625, I want to open a joint account.,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,1.7929746529998738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:18,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,250.0,8.52, I'm going overseas and I need to check my credit card works okay? Okay overseas.,i m going overseas and i need to check my credit card works okay okay overseas,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.1764705882352941,0.0769230769230769,2.602958327000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:21,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,228.0,6.687375, I need to change my address.,i need to change my address,I need to change my address,i need to change my address,0.0,0.0,2.242963321999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:23,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,142.0,13.568, I need to get some money out tomorrow and I'm just wondering what's the maximum I can withdraw from the count. Thanks.,i need to get some money out tomorrow and i m just wondering what s the maximum i can withdraw from the count thanks,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.1304347826086956,0.0892857142857142,2.281214601999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:25,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,104.0,2.645375, The app isn't working.,the app isn t working,the App isn't working,the app isn t working,0.0,0.0,1.7470696169993971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:28,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,558.0,14.953625," Hey there, I'm just calling about setting up a direct debit. I'm just hoping that you could help me. I haven't been able to do this on the app and I just want to talk to someone about it to help set everything up.",hey there i m just calling about setting up a direct debit i m just hoping that you could help me i haven t been able to do this on the app and i just want to talk to someone about it to help set everything up,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.25,0.1490384615384615,2.9948489329999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:30,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,89.0,13.056," Hey mate, I'm on the lock my card. I've lost my card so I need to freeze it or stop all transactions. Can you please do that for me?",hey mate i m on the lock my card i ve lost my card so i need to freeze it or stop all transactions can you please do that for me,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.2962962962962963,0.125,2.595326810000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:34,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,604.0,16.981375," Good day mate. I'm making a large purchase online at Cizzil, Sunday and SMS for a vacation goat or something. Not sure how that works. Could you explain that? Thanks.",good day mate i m making a large purchase online at cizzil sunday and sms for a vacation goat or something not sure how that works could you explain that thanks,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.3548387096774194,0.1806451612903225,3.5370514100004584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:36,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,432.0,8.448, Hi there. I'm calling about a business loan. I was wondering if I could get some information from you please.,hi there i m calling about a business loan i was wondering if i could get some information from you please,hi there I'm calling about a business loan I was wondering if I could get some information from you please,hi there i m calling about a business loan i was wondering if i could get some information from you please,0.0,0.0,2.239365853999516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:38,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,32.0,8.12," You need to make a payment, an overdue payment.",you need to make a payment an overdue payment,I need to make a payment an overdue payment,i need to make a payment an overdue payment,0.1111111111111111,0.0697674418604651,1.941720417000397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:40,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,30.0,1.9505, Fuel payment.,fuel payment,bill payment,bill payment,0.5,0.25,1.6964276580001751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:43,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,95.0,14.933375, Oh hi there. I've just discovered that my card has gone missing and I'd like to freeze my card so that no transactions can occur. Can you help me with that please? Thanks.,oh hi there i ve just discovered that my card has gone missing and i d like to freeze my card so that no transactions can occur can you help me with that please thanks,oh hi there I've just discovered that my card has gone missing and ID like to freeze my car so that no transaction connect her can you help me help me with that please thanks,oh hi there i ve just discovered that my card has gone missing and id like to freeze my car so that no transaction connect her can you help me help me with that please thanks,0.2222222222222222,0.1034482758620689,2.6766691029997673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:45,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,223.0,6.997375," Hi, I'd like to change the address on my account please.",hi i d like to change the address on my account please,hi I just said the address of my come please,hi i just said the address of my come please,0.6,0.4318181818181818,2.8628081509996264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:48,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,238.0,5.461375," Hello, I was just wondering if I could please change my address. Thank you.",hello i was just wondering if i could please change my address thank you,hello I was just wondering if I could please change my address thank you,hello i was just wondering if i could please change my address thank you,0.0,0.0,2.1553564429996186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:50,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,517.0,4.864," Hello, I was wondering if you could please show me my latest transactions.",hello i was wondering if you could please show me my latest transactions,hello I was wondering if you could please show me my latest transaction,hello i was wondering if you could please show me my latest transaction,0.0769230769230769,0.0140845070422535,2.002686504999474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:52,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,616.0,3.901, I'm just wondering how I can deposit money into the account.,i m just wondering how i can deposit money into the account,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.0,0.0,1.9400685789996712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:54,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,27.0,6.912," Yes, I'd like to pay my bill today using a credit card.",yes i d like to pay my bill today using a credit card,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.1666666666666666,0.0192307692307692,1.9893906119996243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:56,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,574.0,19.370625," Hi, I'm trying to make a large payment with a large sum of money. I do not know what to do with my messages and the payment code. What am I supposed to do?",hi i m trying to make a large payment with a large sum of money i do not know what to do with my messages and the payment code what am i supposed to do,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.782608695652174,0.5526315789473685,2.705368439999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:42:59,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,203.0,7.594625, My address. I want to change my address.,my address i want to change my address,my address I want to change my address,my address i want to change my address,0.0,0.0,2.821315252000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:43:01,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,429.0,3.584, I'm calling to find out about new business loans.,i m calling to find out about new business loans,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.0,0.0,1.8996702989998084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:43:04,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,225.0,12.074375," Hey there, I'm just calling about my address. I've recently moved and I'm just needing to change it. Hopefully you can just lend me a hand with that one. Thanks.",hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,hey there I'm just calling about my address I've recently moved and I'm just needing to change it hopefully you can just lend me a hand with that one thanks,hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,0.0,0.0,2.6264203549999365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20C,,,,,,openai/whisper-small,,,16000.0,,,,,,2026-04-04 00:43:06,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20c_whisper_direct,459.0,4.522625, Hi there. I have a question about an existing loan.,hi there i have a question about an existing loan,hi there I have a question about the existing loan,hi there i have a question about the existing loan,0.1,0.06,1.9029419890002828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:11,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,114.0,22.272,marvin issues with thee on monday king apron a short row of bart when,marvin issues with thee on monday king apron a short row of bart when,we're having issues with the online banking app I'm not sure what's wrong with but when I try to login it keeps crashing so what I've done is I've deleted it and we installed it but it still does the same thing and it's not working is there any way that you can call me back and assist me thank you,we re having issues with the online banking app i m not sure what s wrong with but when i try to login it keeps crashing so what i ve done is i ve deleted it and we installed it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,0.9552238805970148,0.8120805369127517,3.165566697999566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:12,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,25.0,6.656,i'm uneasy to pay a bill i like to make payment i'm uneasy to pay a b,i m uneasy to pay a bill i like to make payment i m uneasy to pay a b,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.9090909090909092,0.6590909090909091,1.1819235209995895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:13,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,281.0,2.218625,i want to open a joint account,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,0.4464323649999642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:14,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,250.0,8.52,i'm johnnie avosailes and i need to check mark credit cad works of a,i m johnnie avosailes and i need to check mark credit cad works of a,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.4705882352941176,0.3974358974358974,1.167584650000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:15,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,228.0,6.687375,i need to change my dread i,i need to change my dread i,I need to change my address,i need to change my address,0.3333333333333333,0.2222222222222222,0.5784741800007396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:16,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,142.0,13.568,ah i needn't to get so money aunt murray and i'm just wondering how w,ah i needn t to get so money aunt murray and i m just wondering how w,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.7391304347826086,0.6160714285714286,1.4744311119993654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:16,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,104.0,2.645375,the ape isn't working,the ape isn t working,the App isn't working,the app isn t working,0.2,0.0476190476190476,0.3732663150003645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:18,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,558.0,14.953625,here i'm just calling about sitting up a direct debat i'm i'm just ho,here i m just calling about sitting up a direct debat i m i m just ho,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.7291666666666666,0.6875,1.5479162780002298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:19,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,89.0,13.056,a man am a monder locke macard of los macardes on the dead phrase or,a man am a monder locke macard of los macardes on the dead phrase or,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.9629629629629628,0.6583333333333333,1.4362389819998498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_shortform_asr,GA20E,,,,,,microsoft/speecht5_asr,,,16000.0,,,,,,2026-04-04 00:43:21,,group_a_asr/exp2_shortform_asr/exp2_shortform_asr.csv,ga20e_speecht5_asr,604.0,16.981375,aye get i might ah i'm making a lodge purchase on law nuts as ill sen,aye get i might ah i m making a lodge purchase on law nuts as ill sen,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.9032258064516128,0.7419354838709677,1.7319555160001985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
